month_period,store_id,category,brand,gender,monthly_units_sold,avg_price_lkr,avg_promotion_percent,total_revenue,total_customer_count,unique_products_sold,holiday_days,festival_days,school_days,weekend_days,promotion_days,max_promotion_percent,avg_campaign_discount,month_date,year,month,quarter,previous_month_sales,previous_2_month_avg,previous_3_month_avg,previous_6_month_avg,same_month_last_year,sales_growth_1m,sales_growth_3m
2025-09,CP001,Accessories,Emerald,Unisex,53,2311.5992857142855,0.0,94245.18000000001,41,9,0,0,5,8,0.0,0.0,0.0,2025-09-01,2025,9,3,88.0,71.5,63.666666666666664,64.16666666666667,59.0,16.5,-0.5000000000000071
2025-10,CP001,Accessories,Emerald,Unisex,39,2696.208,0.0,100331.88,34,7,1,0,0,8,0.0,0.0,0.0,2025-10-01,2025,10,4,53.0,70.5,65.33333333333333,62.166666666666664,52.0,-17.5,3.1666666666666643
2025-11,CP001,Accessories,Emerald,Unisex,55,2180.652,0.0,110614.81,42,12,0,0,0,10,2.0,25.0,22.5,2025-11-01,2025,11,4,39.0,46.0,60.0,55.5,66.0,-7.0,4.5
2025-12,CP001,Accessories,Emerald,Unisex,55,2100.262142857143,0.0,120605.53,45,10,1,6,0,8,1.0,15.0,15.0,2025-12-01,2025,12,4,55.0,47.0,49.0,56.333333333333336,26.0,8.0,-7.333333333333336
2021-01,CP001,Accessories,Emerald,Women,26,4408.69,0.0,114625.94,23,1,0,0,10,10,0.0,0.0,0.0,2021-01-01,2021,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,CP001,Accessories,Emerald,Women,2,3515.03,0.0,7030.06,2,1,1,0,0,8,0.0,0.0,0.0,2021-02-01,2021,2,1,26.0,0.0,0.0,0.0,0.0,26.0,0.0
2021-03,CP001,Accessories,Emerald,Women,15,2558.986666666666,0.0,45450.56,13,3,0,0,0,8,0.0,0.0,0.0,2021-03-01,2021,3,1,2.0,14.0,0.0,0.0,0.0,-12.0,0.0
2021-04,CP001,Accessories,Emerald,Women,14,2574.5825,0.0,31647.45,11,3,2,9,0,8,1.0,15.0,15.0,2021-04-01,2021,4,2,15.0,8.5,14.333333333333334,0.0,0.0,6.5,14.333333333333334
2021-05,CP001,Accessories,Emerald,Women,24,2795.7059999999997,0.0,81613.79999999999,21,2,2,1,0,10,0.0,0.0,0.0,2021-05-01,2021,5,2,14.0,14.5,10.333333333333334,0.0,0.0,-0.5,10.333333333333334
2021-06,CP001,Accessories,Emerald,Women,13,4408.69,0.0,57312.97,10,1,1,0,0,8,0.0,0.0,0.0,2021-06-01,2021,6,2,24.0,19.0,17.666666666666668,0.0,0.0,5.0,17.666666666666668
2021-07,CP001,Accessories,Emerald,Women,16,3307.366666666667,0.0,51256.56,13,2,0,0,0,9,2.0,10.0,10.0,2021-07-01,2021,7,3,13.0,18.5,17.0,15.666666666666666,0.0,-5.5,1.333333333333334
2021-08,CP001,Accessories,Emerald,Women,16,3582.6975,0.0,61520.79,13,3,0,0,21,9,0.0,0.0,0.0,2021-08-01,2021,8,3,16.0,14.5,17.666666666666668,14.0,0.0,1.5,3.666666666666668
2021-09,CP001,Accessories,Emerald,Women,9,4408.69,0.0,39678.21,8,1,0,0,5,8,0.0,0.0,0.0,2021-09-01,2021,9,3,16.0,16.0,15.0,16.333333333333332,0.0,0.0,-1.3333333333333321
2021-10,CP001,Accessories,Emerald,Women,22,2438.2419999999997,0.0,66540.8,17,3,1,0,0,10,0.0,0.0,0.0,2021-10-01,2021,10,4,9.0,12.5,13.666666666666666,15.333333333333334,0.0,-3.5,-1.6666666666666679
2021-11,CP001,Accessories,Emerald,Women,20,2313.644,0.0,45544.39,15,4,0,0,0,8,0.0,0.0,0.0,2021-11-01,2021,11,4,22.0,15.5,15.666666666666666,16.666666666666668,0.0,6.5,-1.0000000000000018
2021-12,CP001,Accessories,Emerald,Women,14,2558.986666666666,0.0,45074.33,12,3,1,6,0,8,1.0,25.0,25.0,2021-12-01,2021,12,4,20.0,21.0,17.0,16.0,0.0,-1.0,1.0
2022-01,CP001,Accessories,Emerald,Women,21,2816.806,0.0,69597.89,18,4,0,0,10,10,3.0,15.0,15.0,2022-01-01,2022,1,1,14.0,17.0,18.666666666666668,16.166666666666668,26.0,-3.0,2.5
2022-02,CP001,Accessories,Emerald,Women,23,3560.1416666666664,0.0,86396.67,17,3,1,0,0,8,0.0,0.0,0.0,2022-02-01,2022,2,1,21.0,17.5,18.333333333333332,17.0,2.0,3.5,1.3333333333333321
2022-03,CP001,Accessories,Emerald,Women,12,3650.365,0.0,46837.67999999999,10,2,0,0,0,8,0.0,0.0,0.0,2022-03-01,2022,3,1,23.0,22.0,19.333333333333332,18.166666666666668,15.0,1.0,1.1666666666666643
2022-04,CP001,Accessories,Emerald,Women,37,2915.593333333333,0.0,127287.20999999999,31,3,2,9,0,9,0.0,0.0,0.0,2022-04-01,2022,4,2,12.0,17.5,18.666666666666668,18.666666666666668,14.0,-5.5,0.0
2022-05,CP001,Accessories,Emerald,Women,17,1507.152,0.0,25875.55,12,3,2,1,0,9,1.0,15.0,15.0,2022-05-01,2022,5,2,37.0,24.5,24.0,21.166666666666668,24.0,12.5,2.833333333333332
2022-07,CP001,Accessories,Emerald,Women,15,2766.65,0.0,47319.52999999999,11,3,0,0,0,10,1.0,10.0,10.0,2022-07-01,2022,7,3,17.0,27.0,22.0,20.666666666666668,13.0,-10.0,1.3333333333333321
2022-08,CP001,Accessories,Emerald,Women,6,1682.005,7.5,10092.03,4,2,0,0,21,8,1.0,15.0,15.0,2022-08-01,2022,8,3,15.0,16.0,23.0,20.833333333333332,16.0,-1.0,2.166666666666668
2022-09,CP001,Accessories,Emerald,Women,29,3232.962857142857,0.0,104055.4,23,4,0,0,5,8,0.0,0.0,0.0,2022-09-01,2022,9,3,6.0,10.5,12.666666666666666,18.333333333333332,16.0,-4.5,-5.666666666666666
2022-10,CP001,Accessories,Emerald,Women,16,3903.1399999999994,0.0,64472.44,13,2,1,0,0,10,0.0,0.0,0.0,2022-10-01,2022,10,4,29.0,17.5,16.666666666666668,19.333333333333332,9.0,11.5,-2.6666666666666643
2022-11,CP001,Accessories,Emerald,Women,5,376.23,0.0,1881.15,3,1,0,0,0,8,0.0,0.0,0.0,2022-11-01,2022,11,4,16.0,22.5,17.0,20.0,22.0,-6.5,-3.0
2022-12,CP001,Accessories,Emerald,Women,9,1422.4966666666667,0.0,12802.470000000001,7,2,1,6,0,9,2.0,15.0,15.0,2022-12-01,2022,12,4,5.0,10.5,16.666666666666668,14.666666666666666,20.0,-5.5,2.0000000000000018
2023-01,CP001,Accessories,Emerald,Women,26,3120.136,0.0,89748.51999999999,19,4,0,0,10,9,0.0,0.0,0.0,2023-01-01,2023,1,1,9.0,7.0,10.0,13.333333333333334,14.0,2.0,-3.333333333333334
2023-02,CP001,Accessories,Emerald,Women,7,1945.63,0.0,15188.810000000001,6,2,1,0,0,8,0.0,0.0,0.0,2023-02-01,2023,2,1,26.0,17.5,13.333333333333334,15.166666666666666,21.0,8.5,-1.8333333333333321
2023-03,CP001,Accessories,Emerald,Women,15,2574.5825,0.0,37678.29,12,3,0,0,0,8,0.0,0.0,0.0,2023-03-01,2023,3,1,7.0,16.5,14.0,15.333333333333334,23.0,-9.5,-1.333333333333334
2023-04,CP001,Accessories,Emerald,Women,8,1634.135,0.0,13073.08,4,2,2,9,0,10,0.0,0.0,0.0,2023-04-01,2023,4,2,15.0,11.0,16.0,13.0,12.0,4.0,3.0
2023-05,CP001,Accessories,Emerald,Women,9,3307.366666666667,0.0,29766.300000000003,6,2,2,1,0,8,0.0,0.0,0.0,2023-05-01,2023,5,2,8.0,11.5,10.0,11.666666666666666,37.0,-3.5,-1.666666666666666
2023-06,CP001,Accessories,Emerald,Women,13,3397.59,0.0,46696.42,11,2,1,0,0,8,0.0,0.0,0.0,2023-06-01,2023,6,2,9.0,8.5,10.666666666666666,12.333333333333334,17.0,0.5,-1.6666666666666679
2023-07,CP001,Accessories,Emerald,Women,6,4408.69,0.0,26452.14,5,1,0,0,0,10,0.0,0.0,0.0,2023-07-01,2023,7,3,13.0,11.0,10.0,13.0,15.0,2.0,-3.0
2023-08,CP001,Accessories,Emerald,Women,11,2574.5825,0.0,27379.96,9,3,0,0,21,8,0.0,0.0,0.0,2023-08-01,2023,8,3,6.0,9.5,9.333333333333334,9.666666666666666,6.0,-3.5,-0.33333333333333215
2023-09,CP001,Accessories,Emerald,Women,26,2766.65,0.0,81930.42,22,3,0,0,5,9,0.0,0.0,0.0,2023-09-01,2023,9,3,11.0,8.5,10.0,10.333333333333334,29.0,2.5,-0.3333333333333339
2023-10,CP001,Accessories,Emerald,Women,8,3515.03,0.0,28120.24,6,1,1,0,0,9,0.0,0.0,0.0,2023-10-01,2023,10,4,26.0,18.5,14.333333333333334,12.166666666666666,16.0,7.5,2.166666666666668
2023-11,CP001,Accessories,Emerald,Women,19,2816.8059999999996,0.0,58370.2,15,4,0,0,0,8,1.0,20.0,20.0,2023-11-01,2023,11,4,8.0,17.0,15.0,12.166666666666666,5.0,-9.0,2.833333333333334
2023-12,CP001,Accessories,Emerald,Women,11,2053.4366666666665,0.0,21749.2,7,2,1,6,0,10,3.0,30.0,25.0,2023-12-01,2023,12,4,19.0,13.5,17.666666666666668,13.833333333333334,9.0,5.5,3.833333333333334
2024-01,CP001,Accessories,Emerald,Women,14,3605.2533333333336,0.0,52080.42,10,3,0,0,10,8,1.0,15.0,15.0,2024-01-01,2024,1,1,11.0,15.0,12.666666666666666,13.5,26.0,-4.0,-0.8333333333333339
2024-02,CP001,Accessories,Emerald,Women,16,2169.045,0.0,42769.64,15,3,1,0,0,8,0.0,0.0,0.0,2024-02-01,2024,2,1,14.0,12.5,14.666666666666666,14.833333333333334,7.0,1.5,-0.16666666666666785
2024-03,CP001,Accessories,Emerald,Women,31,2336.162857142857,0.0,79532.29000000001,24,4,0,0,0,10,0.0,0.0,0.0,2024-03-01,2024,3,1,16.0,15.0,13.666666666666666,15.666666666666666,15.0,1.0,-2.0
2024-04,CP001,Accessories,Emerald,Women,11,3961.8599999999997,0.0,44920.950000000004,8,2,2,9,0,8,0.0,0.0,0.0,2024-04-01,2024,4,2,31.0,23.5,20.333333333333332,16.5,8.0,7.5,3.833333333333332
2024-05,CP001,Accessories,Emerald,Women,16,2953.745,0.0,48153.58,12,3,2,1,0,8,0.0,0.0,0.0,2024-05-01,2024,5,2,11.0,21.0,19.333333333333332,17.0,9.0,-10.0,2.333333333333332
2024-07,CP001,Accessories,Emerald,Women,14,3903.1399999999994,0.0,55655.06,12,2,0,0,0,8,1.0,15.0,15.0,2024-07-01,2024,7,3,16.0,13.5,19.333333333333332,16.5,13.0,2.5,2.833333333333332
2024-08,CP001,Accessories,Emerald,Women,7,3515.03,0.0,24605.21,6,1,0,0,21,9,1.0,20.0,20.0,2024-08-01,2024,8,3,14.0,15.0,13.666666666666666,17.0,6.0,-1.0,-3.333333333333334
2024-09,CP001,Accessories,Emerald,Women,25,1571.4399999999998,0.0,46155.71,19,3,0,0,5,9,0.0,0.0,0.0,2024-09-01,2024,9,3,7.0,10.5,12.333333333333334,15.833333333333334,11.0,-3.5,-3.5
2024-10,CP001,Accessories,Emerald,Women,19,1214.8333333333333,0.0,22243.230000000003,16,2,1,0,0,8,0.0,0.0,0.0,2024-10-01,2024,10,4,25.0,16.0,15.333333333333334,17.333333333333332,26.0,9.0,-1.9999999999999982
2024-11,CP001,Accessories,Emerald,Women,18,2313.644,0.0,42381.619999999995,12,4,0,0,0,9,0.0,0.0,0.0,2024-11-01,2024,11,4,19.0,22.0,17.0,15.333333333333334,8.0,-3.0,1.666666666666666
2024-12,CP001,Accessories,Emerald,Women,21,3582.6975,0.0,81776.92,19,3,1,6,0,9,1.0,15.0,15.0,2024-12-01,2024,12,4,18.0,18.5,20.666666666666668,16.5,19.0,-0.5,4.166666666666668
2025-01,CP001,Accessories,Emerald,Women,23,3605.2533333333336,0.0,85421.36,17,3,0,0,10,8,1.0,15.0,15.0,2025-01-01,2025,1,1,21.0,19.5,19.333333333333332,17.333333333333332,11.0,1.5,2.0
2025-02,CP001,Accessories,Emerald,Women,19,3319.968,0.0,63507.32,15,3,1,0,0,8,0.0,0.0,0.0,2025-02-01,2025,2,1,23.0,22.0,20.666666666666668,18.833333333333332,14.0,1.0,1.8333333333333357
2025-03,CP001,Accessories,Emerald,Women,26,3456.31,0.0,92391.81,18,3,0,0,0,10,0.0,0.0,0.0,2025-03-01,2025,3,1,19.0,21.0,21.0,20.833333333333332,16.0,-2.0,0.16666666666666785
2025-04,CP001,Accessories,Emerald,Women,8,3203.535,0.0,26251.270000000004,7,2,2,9,0,8,0.0,0.0,0.0,2025-04-01,2025,4,2,26.0,22.5,22.666666666666668,21.0,31.0,3.5,1.6666666666666679
2025-05,CP001,Accessories,Emerald,Women,13,2766.65,0.0,37608.490000000005,11,3,2,1,0,9,0.0,0.0,0.0,2025-05-01,2025,5,2,8.0,17.0,17.666666666666668,19.166666666666668,11.0,-9.0,-1.5
2025-06,CP001,Accessories,Emerald,Women,12,1945.63,0.0,26486.36,9,2,1,0,0,9,0.0,0.0,0.0,2025-06-01,2025,6,2,13.0,10.5,15.666666666666666,18.333333333333332,16.0,2.5,-2.666666666666666
2025-07,CP001,Accessories,Emerald,Women,3,376.23,0.0,1128.69,2,1,0,0,0,8,0.0,0.0,0.0,2025-07-01,2025,7,3,12.0,12.5,11.0,16.833333333333332,14.0,-0.5,-5.833333333333332
2025-08,CP001,Accessories,Emerald,Women,21,3569.1639999999998,0.0,75791.97,18,3,0,0,21,10,2.0,20.0,15.0,2025-08-01,2025,8,3,3.0,7.5,9.333333333333334,13.5,7.0,-4.5,-4.166666666666666
2025-09,CP001,Accessories,Emerald,Women,9,1214.8333333333333,0.0,13449.310000000001,7,2,0,0,5,8,0.0,0.0,0.0,2025-09-01,2025,9,3,21.0,12.0,12.0,13.833333333333334,25.0,9.0,-1.833333333333334
2025-10,CP001,Accessories,Emerald,Women,14,3582.6975,0.0,51539.08,11,3,1,0,0,8,0.0,0.0,0.0,2025-10-01,2025,10,4,9.0,15.0,11.0,11.0,19.0,-6.0,0.0
2025-11,CP001,Accessories,Emerald,Women,16,3806.1124999999997,0.0,61520.79,13,3,0,0,0,10,0.0,0.0,0.0,2025-11-01,2025,11,4,14.0,11.5,14.666666666666666,12.0,18.0,2.5,2.666666666666666
2025-12,CP001,Accessories,Emerald,Women,16,2468.763333333334,0.0,34268.880000000005,11,2,1,6,0,8,5.0,20.0,16.0,2025-12-01,2025,12,4,16.0,15.0,13.0,12.5,21.0,1.0,0.5
2021-01,CP001,Accessories,Hustle,Men,25,2013.8385714285712,0.0,56837.979999999996,20,5,0,0,10,10,1.0,10.0,10.0,2021-01-01,2021,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,CP001,Accessories,Hustle,Men,28,2201.17,0.0,71406.65,25,6,1,0,0,8,0.0,0.0,0.0,2021-02-01,2021,2,1,25.0,0.0,0.0,0.0,0.0,25.0,0.0
2021-03,CP001,Accessories,Hustle,Men,26,2042.6825000000001,0.0,53768.9,20,5,0,0,0,8,0.0,0.0,0.0,2021-03-01,2021,3,1,28.0,26.5,0.0,0.0,0.0,1.5,0.0
2021-04,CP001,Accessories,Hustle,Men,40,2786.608181818182,0.0,112751.45999999999,33,8,2,9,0,8,2.0,20.0,17.5,2021-04-01,2021,4,2,26.0,27.0,26.333333333333332,0.0,0.0,-1.0,26.333333333333332
2021-05,CP001,Accessories,Hustle,Men,12,2353.047142857143,0.0,21734.58,9,7,2,1,0,10,2.0,15.0,12.5,2021-05-01,2021,5,2,40.0,33.0,31.333333333333332,0.0,0.0,7.0,31.333333333333332
2021-06,CP001,Accessories,Hustle,Men,35,2461.764666666667,0.0,76202.28,28,8,1,0,0,8,0.0,0.0,0.0,2021-06-01,2021,6,2,12.0,26.0,26.0,0.0,0.0,-14.0,26.0
2021-07,CP001,Accessories,Hustle,Men,18,2986.5457142857144,0.0,58125.97,14,5,0,0,0,9,2.0,15.0,12.5,2021-07-01,2021,7,3,35.0,23.5,29.0,27.666666666666668,0.0,11.5,1.3333333333333321
2021-08,CP001,Accessories,Hustle,Men,21,1430.837142857143,1.4285714285714286,27015.34,16,4,0,0,21,9,3.0,20.0,15.0,2021-08-01,2021,8,3,18.0,26.5,21.666666666666668,26.5,0.0,-8.5,-4.833333333333332
2021-09,CP001,Accessories,Hustle,Men,35,2173.3216666666667,0.0,73722.99,30,8,0,0,5,8,0.0,0.0,0.0,2021-09-01,2021,9,3,21.0,19.5,24.666666666666668,25.333333333333332,0.0,1.5,-0.6666666666666643
2021-10,CP001,Accessories,Hustle,Men,25,2357.2975,0.0,60655.5,19,7,1,0,0,10,0.0,0.0,0.0,2021-10-01,2021,10,4,35.0,28.0,24.666666666666668,26.833333333333332,0.0,7.0,-2.1666666666666643
2021-11,CP001,Accessories,Hustle,Men,40,2826.2333333333336,0.0,104328.08,32,7,0,0,0,8,0.0,0.0,0.0,2021-11-01,2021,11,4,25.0,30.0,27.0,24.333333333333332,0.0,-5.0,2.666666666666668
2021-12,CP001,Accessories,Hustle,Men,35,1910.785,0.0,68640.23999999999,29,7,1,6,0,8,4.0,30.0,22.5,2021-12-01,2021,12,4,40.0,32.5,33.333333333333336,29.0,0.0,7.5,4.333333333333336
2022-01,CP001,Accessories,Hustle,Men,23,2739.9385714285713,0.0,57822.03,20,4,0,0,10,10,1.0,10.0,10.0,2022-01-01,2022,1,1,35.0,37.5,33.333333333333336,29.0,25.0,-2.5,4.333333333333336
2022-02,CP001,Accessories,Hustle,Men,28,3287.682222222222,0.0,79807.13,24,6,1,0,0,8,0.0,0.0,0.0,2022-02-01,2022,2,1,23.0,29.0,32.666666666666664,29.833333333333332,28.0,-6.0,2.833333333333332
2022-03,CP001,Accessories,Hustle,Men,19,2637.1671428571426,0.0,52656.409999999996,15,6,0,0,0,8,0.0,0.0,0.0,2022-03-01,2022,3,1,28.0,25.5,28.666666666666668,31.0,26.0,2.5,-2.333333333333332
2022-04,CP001,Accessories,Hustle,Men,2,2000.7800000000002,0.0,4001.5600000000004,2,2,2,9,0,9,1.0,10.0,10.0,2022-04-01,2022,4,2,19.0,23.5,23.333333333333332,28.333333333333332,40.0,-4.5,-5.0
2022-05,CP001,Accessories,Hustle,Men,35,3250.777857142857,0.0,124700.26000000001,31,7,2,1,0,9,0.0,0.0,0.0,2022-05-01,2022,5,2,2.0,10.5,16.333333333333332,24.5,12.0,-8.5,-8.166666666666668
2022-06,CP001,Accessories,Hustle,Men,33,2773.1977777777774,0.0,85620.44,26,7,1,0,0,8,0.0,0.0,0.0,2022-06-01,2022,6,2,35.0,18.5,18.666666666666668,23.666666666666668,35.0,16.5,-5.0
2022-07,CP001,Accessories,Hustle,Men,38,2979.5923076923073,0.0,102028.7,28,6,0,0,0,10,3.0,20.0,15.0,2022-07-01,2022,7,3,33.0,34.0,23.333333333333332,23.333333333333332,18.0,-1.0,0.0
2022-08,CP001,Accessories,Hustle,Men,32,2600.9333333333334,0.0,89527.18,26,6,0,0,21,8,1.0,10.0,10.0,2022-08-01,2022,8,3,38.0,35.5,35.333333333333336,25.833333333333332,21.0,2.5,9.500000000000004
2022-09,CP001,Accessories,Hustle,Men,17,4064.9925,0.0,65252.82,14,3,0,0,5,8,0.0,0.0,0.0,2022-09-01,2022,9,3,32.0,35.0,34.333333333333336,26.5,35.0,-3.0,7.833333333333336
2022-10,CP001,Accessories,Hustle,Men,25,1937.7422222222222,0.0,40396.99,21,7,1,0,0,10,0.0,0.0,0.0,2022-10-01,2022,10,4,17.0,24.5,29.0,26.166666666666668,25.0,-7.5,2.833333333333332
2022-11,CP001,Accessories,Hustle,Men,25,3369.4739999999997,0.0,81313.29,20,3,0,0,0,8,2.0,25.0,22.5,2022-11-01,2022,11,4,25.0,21.0,24.666666666666668,30.0,40.0,4.0,-5.333333333333332
2022-12,CP001,Accessories,Hustle,Men,24,1262.76,0.0,32918.86,19,4,1,6,0,9,3.0,30.0,26.666666666666668,2022-12-01,2022,12,4,25.0,25.0,22.333333333333332,28.333333333333332,35.0,0.0,-6.0
2023-01,CP001,Accessories,Hustle,Men,50,2593.4963157894736,0.0,119305.1,42,8,0,0,10,9,2.0,15.0,12.5,2023-01-01,2023,1,1,24.0,24.5,24.666666666666668,26.833333333333332,23.0,-0.5,-2.1666666666666643
2023-02,CP001,Accessories,Hustle,Men,26,2851.7685714285712,0.0,77512.48000000001,21,6,1,0,0,8,0.0,0.0,0.0,2023-02-01,2023,2,1,50.0,37.0,33.0,28.833333333333332,28.0,13.0,4.166666666666668
2023-03,CP001,Accessories,Hustle,Men,33,2304.911111111111,0.0,73910.56999999999,26,7,0,0,0,8,0.0,0.0,0.0,2023-03-01,2023,3,1,26.0,38.0,33.333333333333336,27.833333333333332,19.0,-12.0,5.5000000000000036
2023-04,CP001,Accessories,Hustle,Men,24,3946.654,0.0,93641.5,18,4,2,9,0,10,3.0,25.0,15.0,2023-04-01,2023,4,2,33.0,29.5,36.333333333333336,30.5,2.0,3.5,5.833333333333336
2023-05,CP001,Accessories,Hustle,Men,26,2752.16125,0.0,54836.0,19,7,2,1,0,8,0.0,0.0,0.0,2023-05-01,2023,5,2,24.0,28.5,27.666666666666668,30.333333333333332,35.0,-4.5,-2.6666666666666643
2023-06,CP001,Accessories,Hustle,Men,35,2443.75125,0.0,88871.26999999999,29,4,1,0,0,8,0.0,0.0,0.0,2023-06-01,2023,6,2,26.0,25.0,27.666666666666668,30.5,33.0,1.0,-2.833333333333332
2023-07,CP001,Accessories,Hustle,Men,31,3174.676363636364,0.0,94136.19,24,7,0,0,0,10,2.0,15.0,15.0,2023-07-01,2023,7,3,35.0,30.5,28.333333333333332,32.333333333333336,38.0,4.5,-4.0000000000000036
2023-08,CP001,Accessories,Hustle,Men,26,3837.761111111111,0.0,93873.74,18,4,0,0,21,8,1.0,10.0,10.0,2023-08-01,2023,8,3,31.0,33.0,30.666666666666668,29.166666666666668,32.0,-2.0,1.5
2023-09,CP001,Accessories,Hustle,Men,11,2451.104444444444,0.0,22792.94,10,4,0,0,5,9,0.0,0.0,0.0,2023-09-01,2023,9,3,26.0,28.5,30.666666666666668,29.166666666666668,17.0,-2.5,1.5
2023-10,CP001,Accessories,Hustle,Men,31,3097.8025,0.0,73996.70999999999,24,6,1,0,0,9,0.0,0.0,0.0,2023-10-01,2023,10,4,11.0,18.5,22.666666666666668,25.5,25.0,-7.5,-2.833333333333332
2023-11,CP001,Accessories,Hustle,Men,21,2560.38625,0.0,40067.54,18,5,0,0,0,8,1.0,30.0,30.0,2023-11-01,2023,11,4,31.0,21.0,22.666666666666668,26.666666666666668,25.0,10.0,-4.0
2023-12,CP001,Accessories,Hustle,Men,27,2949.2342857142858,0.0,58223.32,22,6,1,6,0,10,2.0,20.0,20.0,2023-12-01,2023,12,4,21.0,26.0,21.0,25.833333333333332,24.0,-5.0,-4.833333333333332
2024-01,CP001,Accessories,Hustle,Men,29,2544.54,0.0,74455.67,25,5,0,0,10,8,0.0,0.0,0.0,2024-01-01,2024,1,1,27.0,24.0,26.333333333333332,24.5,50.0,3.0,1.8333333333333321
2024-02,CP001,Accessories,Hustle,Men,33,2373.022,0.0,57052.71,28,7,1,0,0,8,0.0,0.0,0.0,2024-02-01,2024,2,1,29.0,28.0,25.666666666666668,24.166666666666668,26.0,1.0,1.5
2024-03,CP001,Accessories,Hustle,Men,41,2374.4036363636365,0.0,79571.43,32,7,0,0,0,10,0.0,0.0,0.0,2024-03-01,2024,3,1,33.0,31.0,29.666666666666668,25.333333333333332,33.0,2.0,4.333333333333336
2024-04,CP001,Accessories,Hustle,Men,58,2585.8647058823526,1.1764705882352942,138262.52000000002,50,8,2,9,0,8,2.0,25.0,22.5,2024-04-01,2024,4,2,41.0,37.0,34.333333333333336,30.333333333333332,24.0,4.0,4.0000000000000036
2024-05,CP001,Accessories,Hustle,Men,36,2908.0190909090907,0.0,103542.62,25,8,2,1,0,8,2.0,15.0,15.0,2024-05-01,2024,5,2,58.0,49.5,44.0,34.833333333333336,26.0,8.5,9.166666666666664
2024-06,CP001,Accessories,Hustle,Men,17,2789.1444444444446,0.0,52525.9,13,5,1,0,0,10,0.0,0.0,0.0,2024-06-01,2024,6,2,36.0,47.0,45.0,37.333333333333336,35.0,-11.0,7.666666666666664
2024-07,CP001,Accessories,Hustle,Men,29,3297.291,0.0,70342.35,24,8,0,0,0,8,0.0,0.0,0.0,2024-07-01,2024,7,3,17.0,26.5,37.0,35.666666666666664,31.0,-9.5,1.3333333333333357
2024-08,CP001,Accessories,Hustle,Men,18,1741.9299999999998,0.0,13656.6,16,4,0,0,21,9,1.0,10.0,10.0,2024-08-01,2024,8,3,29.0,23.0,27.333333333333332,35.666666666666664,26.0,6.0,-8.333333333333332
2024-09,CP001,Accessories,Hustle,Men,58,3106.9533333333334,0.0,148199.72,46,8,0,0,5,9,0.0,0.0,0.0,2024-09-01,2024,9,3,18.0,23.5,21.333333333333332,33.166666666666664,11.0,-5.5,-11.833333333333332
2024-10,CP001,Accessories,Hustle,Men,25,3182.69625,0.0,71786.14,21,6,1,0,0,8,0.0,0.0,0.0,2024-10-01,2024,10,4,58.0,38.0,35.0,36.0,31.0,20.0,-1.0
2024-11,CP001,Accessories,Hustle,Men,20,3484.355,0.0,52816.23,17,5,0,0,0,9,2.0,30.0,27.5,2024-11-01,2024,11,4,25.0,41.5,33.666666666666664,30.5,21.0,-16.5,3.1666666666666643
2024-12,CP001,Accessories,Hustle,Men,22,2084.483333333333,0.0,27257.94,18,4,1,6,0,9,3.0,25.0,23.333333333333332,2024-12-01,2024,12,4,20.0,22.5,34.333333333333336,27.833333333333332,27.0,-2.5,6.5000000000000036
2025-01,CP001,Accessories,Hustle,Men,52,2044.5853846153846,0.0,94216.06,43,7,0,0,10,8,1.0,10.0,10.0,2025-01-01,2025,1,1,22.0,21.0,22.333333333333332,28.666666666666668,29.0,1.0,-6.333333333333336
2025-02,CP001,Accessories,Hustle,Men,31,1794.3966666666665,0.0,60770.6,27,5,1,0,0,8,0.0,0.0,0.0,2025-02-01,2025,2,1,52.0,37.0,31.333333333333332,32.5,33.0,15.0,-1.1666666666666679
2025-03,CP001,Accessories,Hustle,Men,42,2479.55,0.0,88710.39,30,7,0,0,0,10,0.0,0.0,0.0,2025-03-01,2025,3,1,31.0,41.5,35.0,34.666666666666664,41.0,-10.5,0.3333333333333357
2025-04,CP001,Accessories,Hustle,Men,46,2347.659,0.0,66518.22,34,6,2,9,0,8,0.0,0.0,0.0,2025-04-01,2025,4,2,42.0,36.5,41.666666666666664,32.0,58.0,5.5,9.666666666666664
2025-05,CP001,Accessories,Hustle,Men,21,3269.252857142857,0.0,54711.67,17,6,2,1,0,9,2.0,15.0,12.5,2025-05-01,2025,5,2,46.0,44.0,39.666666666666664,35.5,36.0,2.0,4.166666666666664
2025-06,CP001,Accessories,Hustle,Men,39,2359.398888888889,0.0,62581.46,32,6,1,0,0,9,0.0,0.0,0.0,2025-06-01,2025,6,2,21.0,33.5,36.333333333333336,35.666666666666664,17.0,-12.5,0.6666666666666714
2025-07,CP001,Accessories,Hustle,Men,25,2751.3544444444447,0.0,46190.93,23,5,0,0,0,8,3.0,20.0,13.333333333333334,2025-07-01,2025,7,3,39.0,30.0,35.333333333333336,38.5,29.0,9.0,-3.1666666666666643
2025-08,CP001,Accessories,Hustle,Men,9,3140.368,0.0,29413.64,8,5,0,0,21,10,2.0,20.0,20.0,2025-08-01,2025,8,3,25.0,32.0,28.333333333333332,34.0,18.0,-7.0,-5.666666666666668
